customer_id,name,city,age,salary,signup_date
98,  Customer 98 ,los angeles,18.0,30631.634567037952,2023-04-08
99,  Customer 99 ,LA,28.0,73323.84014954903,2023-04-09
100,  Customer 100 ,LA,,35281.99497143676,2023-04-10
101,  Customer 101 ,los angeles,,31426.537232774754,2023-04-11
102,  Customer 102 ,LA,67.0,37630.23008523391,2023-04-12
103,  Customer 103 ,NYC,40.0,,2023-04-13
104,  Customer 104 ,New York,48.0,49398.72293940495,2023-04-14
105,  Customer 105 ,los angeles,47.0,57941.532674807044,2023-04-15
106,  Customer 106 ,Los Angeles,59.0,47241.6239340797,2023-04-16
107,  Customer 107 ,Los Angeles,52.0,48648.8205022969,2023-04-17
108,  Customer 108 ,new york,24.0,42411.79920148559,2023-04-18
109,  Customer 109 ,LA,33.0,50761.159382829,2023-04-19
110,  Customer 110 ,Los Angeles,43.0,57418.99837822572,2023-04-20
111,  Customer 111 ,new york,65.0,75174.58264734343,2023-04-21
112,  Customer 112 ,New York,69.0,21882.966877107323,2023-04-22
113,  Customer 113 ,NYC,66.0,74162.30464088754,2023-04-23
114,  Customer 114 ,NYC,19.0,57919.40640539711,2023-04-24
115,  Customer 115 ,NYC,18.0,44483.5582602046,2023-04-25
116,  Customer 116 ,Los Angeles,65.0,41784.147755610065,2023-04-26
117,  Customer 117 ,New York,,65655.13468053125,2023-04-27
118,  Customer 118 ,Los Angeles,22.0,53434.6780728281,2023-04-28
119,  Customer 119 ,LA,54.0,26989.023219516082,2023-04-29
120,  Customer 120 ,Los Angeles,49.0,,2023-04-30
121,  Customer 121 ,New York,26.0,67165.57303212026,2023-05-01
122,  Customer 122 ,New York,58.0,62867.969881827,2023-05-02
123,  Customer 123 ,LA,52.0,40597.13195692768,2023-05-03
124,  Customer 124 ,New York,36.0,29869.89043919966,2023-05-04
125,  Customer 125 ,New York,65.0,45110.40288527767,2023-05-05
126,  Customer 126 ,NYC,33.0,98809.7768913141,2023-05-06
127,  Customer 127 ,LA,20.0,26825.015771045037,2023-05-07
128,  Customer 128 ,NEW YORK,37.0,37358.97355269617,2023-05-08
129,  Customer 129 ,NEW YORK,41.0,55880.62834598894,2023-05-09
130,  Customer 130 ,New York,50.0,48132.121286094734,2023-05-10
131,  Customer 131 ,NEW YORK,41.0,46996.92656403396,2023-05-11
132,  Customer 132 ,NEW YORK,69.0,,2023-05-12
133,  Customer 133 ,New York,28.0,37201.100869430345,2023-05-13
134,  Customer 134 ,NEW YORK,66.0,49785.79178442358,2023-05-14
135,  Customer 135 ,Los Angeles,25.0,53028.61162704193,2023-05-15
136,  Customer 136 ,new york,53.0,37928.94972386756,2023-05-16
137,  Customer 137 ,LA,,28390.20891789775,2023-05-17
138,  Customer 138 ,new york,,54039.76481378808,2023-05-18
139,  Customer 139 ,New York,37.0,77204.9986381836,2023-05-19
140,  Customer 140 ,NYC,52.0,56068.74342676287,2023-05-20
141,  Customer 141 ,LA,65.0,51351.08880472492,2023-05-21
142,  Customer 142 ,New York,42.0,51240.95653700719,2023-05-22
143,  Customer 143 ,NYC,52.0,46123.733962738464,2023-05-23
144,  Customer 144 ,new york,42.0,67752.23480211504,2023-05-24
145,  Customer 145 ,New York,46.0,42418.36589312205,2023-05-25
146,  Customer 146 ,LA,35.0,29648.217733721565,2023-05-26
147,  Customer 147 ,LA,63.0,26275.191115781818,2023-05-27
148,  Customer 148 ,los angeles,35.0,,2023-05-28
149,  Customer 149 ,Los Angeles,19.0,65910.38694770452,2023-05-29
150,  Customer 150 ,NEW YORK,52.0,53562.2787743291,2023-05-30
151,  Customer 151 ,NYC,33.0,45239.468220940355,2023-05-31
152,  Customer 152 ,los angeles,58.0,56876.61944842969,2023-06-01
153,  Customer 153 ,NEW YORK,53.0,52793.18515841939,2023-06-02
154,  Customer 154 ,NEW YORK,50.0,62392.85710481399,2023-06-03
155,  Customer 155 ,New York,21.0,69897.5583115516,2023-06-04
156,  Customer 156 ,NEW YORK,50.0,35684.14807140508,2023-06-05
157,  Customer 157 ,Los Angeles,31.0,14906.051545349022,2023-06-06
158,  Customer 158 ,LA,38.0,44726.94802069325,2023-06-07
159,  Customer 159 ,los angeles,65.0,34709.87799139893,2023-06-08
160,  Customer 160 ,NEW YORK,37.0,62479.37279861767,2023-06-09
161,  Customer 161 ,New York,25.0,,2023-06-10
162,  Customer 162 ,Los Angeles,24.0,21863.320421540855,2023-06-11
163,  Customer 163 ,new york,20.0,41386.97826788481,2023-06-12
164,  Customer 164 ,LA,34.0,27620.38511811726,2023-06-13
165,  Customer 165 ,LA,50.0,73852.36578516275,2023-06-14
166,  Customer 166 ,los angeles,65.0,57074.62931672103,2023-06-15
167,  Customer 167 ,LA,29.0,59713.37163520571,2023-06-16
168,  Customer 168 ,NEW YORK,68.0,58040.398023572874,2023-06-17
169,  Customer 169 ,New York,39.0,62602.56738917638,2023-06-18
170,  Customer 170 ,LA,39.0,67000.1303760361,2023-06-19
171,  Customer 171 ,LA,63.0,41903.81961013109,2023-06-20
172,  Customer 172 ,new york,47.0,28700.575505124645,2023-06-21
173,  Customer 173 ,new york,55.0,37295.99394128505,2023-06-22
174,  Customer 174 ,NYC,55.0,49321.255643910205,2023-06-23
175,  Customer 175 ,Los Angeles,62.0,11534.870278089591,2023-06-24
176,  Customer 176 ,NEW YORK,68.0,67140.8882494075,2023-06-25
177,  Customer 177 ,LA,25.0,21548.791697256165,2023-06-26
178,  Customer 178 ,LA,44.0,58986.39988743712,2023-06-27
179,  Customer 179 ,New York,44.0,47478.938161917045,2023-06-28
180,  Customer 180 ,NYC,51.0,54277.62986974481,2023-06-29
181,  Customer 181 ,Los Angeles,38.0,42921.20388064788,2023-06-30
182,  Customer 182 ,NYC,,53258.09716839597,2023-07-01
183,  Customer 183 ,los angeles,50.0,42921.83713823196,2023-07-02
184,  Customer 184 ,Los Angeles,45.0,41657.282812970174,2023-07-03
185,  Customer 185 ,LA,,36541.455029580415,2023-07-04
186,  Customer 186 ,LA,50.0,72887.44935876247,2023-07-05
187,  Customer 187 ,Los Angeles,,55503.64125645461,2023-07-06
188,  Customer 188 ,LA,65.0,53142.45293948538,2023-07-07
189,  Customer 189 ,NEW YORK,36.0,36866.57317952059,2023-07-08
190,  Customer 190 ,Los Angeles,21.0,46477.274996160384,2023-07-09
191,  Customer 191 ,NYC,52.0,35191.56188490612,2023-07-10
192,  Customer 192 ,Los Angeles,66.0,42632.54706875814,2023-07-11
193,  Customer 193 ,LA,34.0,31863.164156585215,2023-07-12
194,  Customer 194 ,NEW YORK,61.0,73837.16198303827,2023-07-13
195,  Customer 195 ,NEW YORK,45.0,38646.40864232606,2023-07-14
196,  Customer 196 ,los angeles,47.0,36873.81765697824,2023-07-15
197,  Customer 197 ,NYC,46.0,30115.84586746118,2023-07-16
198,  Customer 198 ,new york,63.0,38431.91807627429,2023-07-17
199,  Customer 199 ,new york,23.0,42576.598586520784,2023-07-18
200,  Customer 200 ,Los Angeles,52.0,49257.80670825203,2023-07-19
1,  Customer 1 ,LA,23.0,59091.940446486275,2023-01-01
2,  Customer 2 ,NYC,45.0,20836.556093756004,2023-01-02
3,  Customer 3 ,Los Angeles,45.0,55045.98145679379,2023-01-03
4,  Customer 4 ,LA,61.0,50759.4471637275,2023-01-04
5,  Customer 5 ,NEW YORK,61.0,46738.14534643964,2023-01-05
